1N-Z,N,Z,A,EL,O,Mass Excess,Mass Excess Error,Mass Excess Experimental,Binding Energy/A,Binding Energy/A Error,Binding Energy/A Experimental,Beta Type,Beta-Decay Energy,Beta-Decay Energy Error,Beta-Decay Energy Experimental,Atomic Mass,Atomic Mass Error,Atomic Mass Experimental
-1,15,16,31,S,,-19042.525,0.22899999999999998,True,8281.8,0.006999999999999999,True,B-,-12007.973999999998,3.4539999999999997,True,30979557.007,0.24600000000000002,True
-3,14,17,31,Cl,--,-7034.5509999999995,3.447,True,7869.209,0.111,True,B-,-18360.0,200.0,False,30992448.098,3.7,True
-5,13,18,31,Ar,-,11325.0,200.0,False,7252.0,6.0,False,B-,,,True,31012158.0,215.0,False
12,22,10,32,Ne,x,36999.0,503.0,False,6671.0,16.0,False,B-,18359.0,504.0,False,32039720.0,540.0,False
10,21,11,32,Na,x,18640.151,37.26,True,7219.880999999999,1.1640000000000001,True,B-,19469.051,37.402,True,32020011.026,40.0,True
8,20,12,32,Mg,x,-828.9,3.26,True,7803.84,0.102,True,B-,10270.466999999999,7.879,True,31999110.139000002,3.5,True
6,19,13,32,Al,x,-11099.367,7.172999999999999,True,8100.344,0.22399999999999998,True,B-,12978.319,7.178999999999999,True,31988084.339,7.7,True
4,18,14,32,Si,x,-24077.686,0.298,True,8481.468,0.009000000000000001,True,B-,227.188,0.301,True,31974151.539,0.32,True
2,17,15,32,P,-n,-24304.874,0.04,True,8464.12,0.001,True,B-,1710.66,0.04,True,31973907.643000003,0.042,True
0,16,16,32,S,,-26015.53355,0.00132,True,8493.129,0.0,True,B-,-12680.86,0.562,True,31972071.174429998,0.00141,True
-2,15,17,32,Cl,,-13334.673999999999,0.562,True,8072.404,0.018000000000000002,True,B-,-11134.323,1.857,True,31985684.637,0.603,True
-4,14,18,32,Ar,x,-2200.351,1.77,True,7700.008000000001,0.055,True,B-,-23299.0,401.0,False,31997637.825999998,1.9,True
-6,13,19,32,K,x,21098.0,401.0,False,6947.0,13.0,False,B-,,,True,32022650.0,430.0,False
13,23,10,33,Ne,x,45997.0,596.0,False,6440.0,18.0,False,B-,22217.0,747.0,False,33049380.0,640.0,False
11,22,11,33,Na,x,23780.11,449.912,True,7089.9259999999995,13.634,True,B-,18817.813000000002,449.921,True,33025529.0,483.0,True
9,21,12,33,Mg,x,4962.2970000000005,2.888,True,7636.455,0.08800000000000001,True,B-,13459.677,7.559,True,33005327.245,3.1,True
7,20,13,33,Al,x,-8497.38,6.986000000000001,True,8020.616,0.212,True,B-,12016.945,7.021,True,32990877.687,7.5,True
5,19,14,33,Si,x,-20514.325,0.6990000000000001,True,8361.059000000001,0.021,True,B-,5823.021,1.295,True,32977976.964,0.75,True
3,18,15,33,P,+,-26337.346,1.09,True,8513.806,0.033,True,B-,248.50799999999998,1.09,True,32971725.694000002,1.17,True
1,17,16,33,S,,-26585.85434,0.00135,True,8497.63,0.0,True,B-,-5582.517,0.391,True,32971458.90985,0.00145,True
-1,16,17,33,Cl,,-21003.337000000003,0.391,True,8304.755,0.012,True,B-,-11619.044,0.56,True,32977451.989,0.419,True
-3,15,18,33,Ar,x,-9384.292,0.401,True,7928.955,0.012,True,B-,-16426.0,196.0,False,32989925.547,0.43,True
-5,14,19,33,K,x,7042.0,196.0,False,7407.0,6.0,False,B-,,,True,33007560.0,210.0,False
14,24,10,34,Ne,-nn,52842.0,513.0,False,6287.0,15.0,False,B-,21161.0,789.0,False,34056728.0,551.0,False
12,23,11,34,Na,x,31680.111,599.4159999999999,True,6886.437,17.63,True,B-,23356.764,600.112,True,34034010.0,643.5,True
10,22,12,34,Mg,x,8323.348,28.875999999999998,True,7550.39,0.8490000000000001,True,B-,11323.636999999999,29.039,True,34008935.481,31.0,True
8,21,13,34,Al,x,-3000.289,3.074,True,7860.428000000001,0.09,True,B-,16956.563000000002,14.448,True,33996779.057,3.3,True
6,20,14,34,Si,+pp,-19956.852,14.118,True,8336.141,0.415,True,B-,4591.847,14.140999999999998,True,33978575.437,15.155,True
4,19,15,34,P,x,-24548.697999999997,0.81,True,8448.185,0.024,True,B-,5382.986999999999,0.812,True,33973645.886999995,0.87,True
2,18,16,34,S,,-29931.685,0.045,True,8583.498,0.001,True,B-,-5491.603,0.038,True,33967867.011999995,0.047,True
0,17,17,34,Cl,,-24440.082000000002,0.049,True,8398.97,0.001,True,B-,-6061.7919999999995,0.063,True,33973762.491,0.052000000000000005,True
-2,16,18,34,Ar,,-18378.29,0.078,True,8197.671999999999,0.002,True,B-,-17158.0,196.0,False,33980270.093,0.083,True
-4,15,19,34,K,x,-1220.0,196.0,False,7670.0,6.0,False,B-,-15072.0,357.0,False,33998690.0,210.0,False
-6,14,20,34,Ca,x,13851.0,298.0,False,7204.0,9.0,False,B-,,,True,34014870.0,320.0,False
13,24,11,35,Na,-n,38231.0,670.0,False,6733.0,19.0,False,B-,22592.0,723.0,False,35041043.0,720.0,False
11,23,12,35,Mg,x,15639.784,269.668,True,7356.233,7.705,True,B-,15863.511999999999,269.768,True,35016790.0,289.5,True
9,22,13,35,Al,x,-223.72799999999998,7.359,True,7787.124,0.21,True,B-,14167.729,36.605,True,34999759.817,7.9,True
7,21,14,35,Si,2p-n,-14391.457,35.857,True,8169.563,1.024,True,B-,10466.341999999999,35.905,True,34984550.134,38.494,True
5,20,15,35,P,+p,-24857.799,1.8659999999999999,True,8446.249,0.053,True,B-,3988.407,1.867,True,34973314.053,2.003,True
3,19,16,35,S,,-28846.206000000002,0.04,True,8537.85,0.001,True,B-,167.322,0.026000000000000002,True,34969032.322,0.043,True
1,18,17,35,Cl,,-29013.528,0.035,True,8520.278,0.001,True,B-,-5966.243,0.679,True,34968852.694,0.038,True
-1,17,18,35,Ar,-,-23047.284,0.68,True,8327.461,0.019,True,B-,-11874.393999999998,0.852,True,34975257.721,0.73,True
-3,16,19,35,K,4n,-11172.891000000001,0.512,True,7965.84,0.015,True,B-,-15961.0,196.0,False,34988005.407,0.55,True
-5,15,20,35,Ca,x,4788.0,196.0,False,7487.0,6.0,False,B-,,,True,35005140.0,210.0,False
14,25,11,36,Na,-n,46303.0,678.0,False,6546.0,19.0,False,B-,25923.0,967.0,False,36049708.0,728.0,False
12,24,12,36,Mg,x,20380.157,690.237,True,7244.419,19.173,True,B-,14429.774,706.243,True,36021879.0,741.0,True
10,23,13,36,Al,x,5950.384,149.505,True,7623.515,4.1530000000000005,True,B-,18386.508,165.851,True,36006388.0,160.5,True
8,22,14,36,Si,x,-12436.124,71.797,True,8112.519,1.994,True,B-,7814.911,72.985,True,35986649.271,77.077,True
6,21,15,36,P,+,-20251.034,13.114,True,8307.868,0.364,True,B-,10413.096,13.112,True,35978259.619,14.078,True
4,20,16,36,S,,-30664.131,0.188,True,8575.389000000001,0.005,True,B-,-1142.126,0.18899999999999997,True,35967080.699,0.201,True
2,19,17,36,Cl,,-29522.005,0.036000000000000004,True,8521.931,0.001,True,B-,709.535,0.045,True,35968306.822,0.038,True
0,18,18,36,Ar,,-30231.54,0.027000000000000003,True,8519.909,0.001,True,B-,-12814.475,0.342,True,35967545.105,0.027999999999999997,True
-2,17,19,36,K,,-17417.065,0.341,True,8142.219,0.009000000000000001,True,B-,-10965.916000000001,40.001,True,35981302.01,0.366,True
-4,16,20,36,Ca,4n,-6451.149,40.0,True,7815.879,1.111,True,B-,-21802.0,301.0,False,35993074.405999996,42.941,True
-6,15,21,36,Sc,x,15351.0,298.0,False,7189.0,8.0,False,B-,,,True,36016480.0,320.0,False
15,26,11,37,Na,-nn,53534.0,687.0,False,6392.0,19.0,False,B-,25323.0,980.0,False,37057471.0,737.0,False
13,25,12,37,Mg,-n,28211.474,698.947,True,7055.111,18.89,True,B-,18401.911,721.814,True,37030286.265,750.35,True
11,24,13,37,Al,x,9809.563,180.24400000000003,True,7531.315,4.871,True,B-,16381.075,213.168,True,37010531.0,193.5,True
9,23,14,37,Si,x,-6571.5109999999995,113.809,True,7952.903,3.076,True,B-,12424.486,119.969,True,36992945.191,122.179,True
7,22,15,37,P,p-2n,-18995.998,37.948,True,8267.555,1.026,True,B-,7900.419,37.946999999999996,True,36979606.956,40.738,True
5,21,16,37,S,-n,-26896.417,0.198,True,8459.935,0.005,True,B-,4865.121,0.196,True,36971125.507,0.212,True
3,20,17,37,Cl,,-31761.537999999997,0.052000000000000005,True,8570.280999999999,0.001,True,B-,-813.873,0.2,True,36965902.584,0.055,True
1,19,18,37,Ar,-,-30947.664,0.207,True,8527.139000000001,0.006,True,B-,-6147.465,0.22699999999999998,True,36966776.314,0.221,True
-1,18,19,37,K,-p,-24800.199,0.094,True,8339.847,0.003,True,B-,-11664.133,0.6409999999999999,True,36973375.889,0.1,True
-3,17,20,37,Ca,x,-13136.066,0.634,True,8003.456,0.017,True,B-,-16656.0,300.0,False,36985897.852,0.68,True
-5,16,21,37,Sc,x,3520.0,300.0,False,7532.0,8.0,False,B-,,,True,37003779.0,322.0,False
14,26,12,38,Mg,x,34074.0,503.0,False,6928.0,13.0,False,B-,17864.0,627.0,False,38036580.0,540.0,False
12,25,13,38,Al,x,16209.858999999999,374.461,True,7377.097,9.854,True,B-,20380.157,388.847,True,38017402.0,402.0,True
10,24,14,38,Si,x,-4170.299,104.79299999999999,True,7892.829000000001,2.758,True,B-,10451.265,127.47399999999999,True,37995523.0,112.5,True
8,23,15,38,P,x,-14621.563,72.581,True,8147.274,1.91,True,B-,12239.64,72.934,True,37984303.105,77.918,True
6,22,16,38,S,+,-26861.202999999998,7.172000000000001,True,8448.782,0.18899999999999997,True,B-,2936.9,7.171,True,37971163.31,7.699,True
4,21,17,38,Cl,-n,-29798.103,0.098,True,8505.481,0.003,True,B-,4916.718,0.218,True,37968010.418000005,0.105,True
2,20,18,38,Ar,,-34714.821,0.195,True,8614.28,0.005,True,B-,-5914.066,0.045,True,37962732.104,0.209,True
0,19,19,38,K,,-28800.755,0.195,True,8438.058,0.005,True,B-,-6742.255999999999,0.063,True,37969081.116,0.209,True
-2,18,20,38,Ca,,-22058.499,0.19399999999999998,True,8240.043,0.005,True,B-,-17809.0,200.0,False,37976319.225999996,0.20800000000000002,True
-4,17,21,38,Sc,x,-4249.0,200.0,False,7751.0,5.0,False,B-,-15119.0,361.0,False,37995438.0,215.0,False
-6,16,22,38,Ti,x,10870.0,300.0,False,7332.0,8.0,False,B-,,,True,38011669.0,322.0,False
15,27,12,39,Mg,-n,42275.0,513.0,False,6747.0,13.0,False,B-,21625.0,650.0,False,39045384.0,551.0,False
13,26,13,39,Al,x,20650.0,400.0,False,7281.0,10.0,False,B-,18330.0,422.0,False,39022169.0,429.0,False
11,25,14,39,Si,x,2320.3520000000003,135.532,True,7730.979,3.475,True,B-,15094.986,176.232,True,39002491.0,145.5,True
9,24,15,39,P,x,-12774.633999999998,112.645,True,8097.969,2.888,True,B-,10388.033000000001,123.243,True,38986285.865,120.929,True
7,23,16,39,S,2p-n,-23162.667,50.0,True,8344.269,1.2819999999999998,True,B-,6637.5380000000005,50.03,True,38975133.852,53.677,True
5,22,17,39,Cl,-nn,-29800.205,1.732,True,8494.402,0.044000000000000004,True,B-,3441.985,5.292000000000001,True,38968008.162,1.859,True
3,21,18,39,Ar,+,-33242.19,5.0,True,8562.598,0.128,True,B-,565.0,5.0,True,38964313.039000005,5.367000000000001,True
1,20,19,39,K,,-33807.1901,0.00458,True,8557.025,0.0,True,B-,-6524.488,0.596,True,38963706.486609995,0.00492,True
-1,19,20,39,Ca,,-27282.702,0.596,True,8369.67,0.015,True,B-,-13109.993,24.006999999999998,True,38970710.813,0.64,True
-3,18,21,39,Sc,2n-p,-14172.708999999999,24.0,True,8013.456,0.615,True,B-,-16373.0,202.0,False,38984784.97,25.765,True
-5,17,22,39,Ti,x,2200.0,200.0,False,7574.0,5.0,False,B-,,,True,39002362.0,215.0,False
16,28,12,40,Mg,x,48350.0,500.0,False,6628.0,13.0,False,B-,20760.0,640.0,False,40051906.0,537.0,False
14,27,13,40,Al,x,27590.0,400.0,False,7127.0,10.0,False,B-,22160.0,528.0,False,40029619.0,429.0,False
12,26,14,40,Si,x,5429.679,345.119,True,7661.754,8.628,True,B-,13544.048999999999,377.749,True,40005829.0,370.5,True
10,25,15,40,P,x,-8114.37,153.582,True,7980.795999999999,3.84,True,B-,14723.476,153.63299999999998,True,39991288.865,164.87599999999998,True
8,24,16,40,S,,-22837.846,3.9819999999999998,True,8329.325,0.1,True,B-,4719.967000000001,32.312,True,39975482.562,4.274,True
6,23,17,40,Cl,+,-27557.813,32.066,True,8427.765,0.802,True,B-,7482.081999999999,32.066,True,39970415.469000004,34.423,True
4,22,18,40,Ar,,-35039.89464,0.00224,True,8595.259,0.0,True,B-,-1504.4029999999998,0.055999999999999994,True,39962383.12378,0.0024,True
2,21,19,40,K,,-33535.492,0.055999999999999994,True,8538.09,0.001,True,B-,1310.8929999999998,0.06,True,39963998.166,0.06,True
0,20,20,40,Ca,,-34846.384,0.021,True,8551.303,0.001,True,B-,-14323.05,2.8280000000000003,True,39962590.865,0.022000000000000002,True
-2,19,21,40,Sc,-,-20523.335,2.8280000000000003,True,8173.669,0.071,True,B-,-11672.95,160.025,True,39977967.291999996,3.036,True
-4,18,22,40,Ti,--,-8850.384,160.0,True,7862.286,4.0,True,B-,-21020.0,340.0,False,39990498.721,171.767,True
-6,17,23,40,V,x,12170.0,300.0,False,7317.0,7.0,False,B-,,,True,40013065.0,322.0,False
15,28,13,41,Al,x,33420.0,500.0,False,7008.0,12.0,False,B-,21300.0,747.0,False,41035878.0,537.0,False
13,27,14,41,Si,x,12119.668,554.705,True,7508.573,13.529000000000002,True,B-,17099.435,567.571,True,41013011.0,595.5,True
11,26,15,41,P,x,-4979.767,120.163,True,7906.5509999999995,2.931,True,B-,14028.81,120.23299999999999,True,40994654.0,129.0,True
9,25,16,41,S,x,-19008.577,4.099,True,8229.635,0.1,True,B-,8298.610999999999,68.846,True,40979593.451,4.4,True
7,24,17,41,Cl,x,-27307.189,68.723,True,8412.959,1.676,True,B-,5760.316999999999,68.72399999999999,True,40970684.525,73.777,True
5,23,18,41,Ar,-n,-33067.505,0.34700000000000003,True,8534.372,0.008,True,B-,2492.038,0.34700000000000003,True,40964500.571,0.37200000000000005,True
3,22,19,41,K,,-35559.54331,0.0038,True,8576.072,0.0,True,B-,-421.653,0.138,True,40961825.25796,0.004079999999999999,True
1,21,20,41,Ca,,-35137.89,0.138,True,8546.706,0.003,True,B-,-6495.478,0.158,True,40962277.921,0.147,True
-1,20,21,41,Sc,,-28642.412,0.083,True,8369.198,0.002,True,B-,-12944.875,27.945,True,40969251.104,0.08800000000000001,True
-3,19,22,41,Ti,x,-15697.537,27.945,True,8034.388000000001,0.682,True,B-,-16018.0,202.0,False,40983148.0,30.0,True
-5,18,23,41,V,x,320.0,200.0,False,7625.0,5.0,False,B-,,,True,41000344.0,215.0,False
16,29,13,42,Al,x,40100.0,600.0,False,6874.0,14.0,False,B-,23630.0,781.0,False,42043049.0,644.0,False
14,28,14,42,Si,x,16470.0,500.0,False,7418.0,12.0,False,B-,15460.0,591.0,False,42017681.0,537.0,False
12,27,15,42,P,x,1009.74,314.379,True,7767.866,7.485,True,B-,18647.485,314.392,True,42001084.0,337.5,True
10,26,16,42,S,x,-17637.746,2.7939999999999996,True,8193.226999999999,0.067,True,B-,7194.021,59.681000000000004,True,41981065.1,3.0,True
8,25,17,42,Cl,x,-24831.767000000003,59.61600000000001,True,8345.886,1.419,True,B-,9590.908000000001,59.895,True,41973342.0,64.0,True
6,24,18,42,Ar,x,-34422.675,5.775,True,8555.613000000001,0.138,True,B-,599.351,5.776,True,41963045.736,6.2,True
4,23,19,42,K,-n,-35022.026,0.106,True,8551.256,0.003,True,B-,3525.219,0.183,True,41962402.306,0.113,True
2,22,20,42,Ca,,-38547.245,0.149,True,8616.563,0.004,True,B-,-6426.092,0.09699999999999999,True,41958617.828,0.159,True
0,21,21,42,Sc,,-32121.153,0.16899999999999998,True,8444.933,0.004,True,B-,-7016.479,0.22399999999999998,True,41965516.522,0.18100000000000002,True
-2,20,22,42,Ti,,-25104.674,0.27699999999999997,True,8259.247,0.006999999999999999,True,B-,-17485.0,196.0,False,41973049.022,0.297,True
-4,19,23,42,V,x,-7620.0,196.0,False,7824.0,5.0,False,B-,-14350.0,445.0,False,41991820.0,210.0,False
-6,18,24,42,Cr,x,6730.0,400.0,False,7464.0,10.0,False,B-,,,True,42007225.0,429.0,False
17,30,13,43,Al,x,47020.0,800.0,False,6741.0,19.0,False,B-,23919.0,998.0,False,43050478.0,859.0,False
15,29,14,43,Si,x,23101.0,596.0,False,7279.0,14.0,False,B-,18421.0,814.0,False,43024800.0,640.0,False
13,28,15,43,P,x,4679.826,554.705,True,7689.571999999999,12.9,True,B-,16875.285,554.727,True,43005024.0,595.5,True
11,27,16,43,S,x,-12195.458999999999,4.97,True,8063.826999999999,0.11599999999999999,True,B-,11964.048999999999,62.058,True,42986907.635,5.335,True
9,26,17,43,Cl,x,-24159.507999999998,61.858000000000004,True,8323.866,1.439,True,B-,7850.3,62.086000000000006,True,42974063.7,66.407,True
7,25,18,43,Ar,x,-32009.807999999997,5.31,True,8488.237,0.12300000000000001,True,B-,4565.581,5.325,True,42965636.055,5.7,True
5,24,19,43,K,-4n,-36575.388999999996,0.41,True,8576.22,0.01,True,B-,1833.434,0.469,True,42960734.703,0.44,True
3,23,20,43,Ca,,-38408.822,0.228,True,8600.663,0.005,True,B-,-2220.72,1.865,True,42958766.43,0.244,True
1,22,21,43,Sc,-p,-36188.102,1.8630000000000002,True,8530.825,0.043,True,B-,-6867.02,7.481,True,42961150.471999995,1.999,True
-1,21,22,43,Ti,-n2p,-29321.082000000002,7.245,True,8352.931999999999,0.168,True,B-,-11404.726,43.457,True,42968522.521000005,7.777,True
-3,20,23,43,V,x,-17916.356,42.849,True,8069.512,0.996,True,B-,-15946.0,402.0,False,42980766.0,46.0,True
-5,19,24,43,Cr,x,-1970.0,400.0,False,7680.0,9.0,False,B-,,,True,42997885.0,429.0,False
16,30,14,44,Si,x,28513.0,596.0,False,7174.0,14.0,False,B-,18063.0,778.0,False,44030610.0,640.0,False
14,29,15,44,P,x,10450.0,500.0,False,7567.0,11.0,False,B-,19655.0,500.0,False,44011219.0,537.0,False
12,28,16,44,S,x,-9204.233,5.216,True,7996.015,0.11900000000000001,True,B-,11180.29,136.421,True,43990118.848000005,5.6,True
10,27,17,44,Cl,x,-20384.523,136.321,True,8232.332,3.0980000000000003,True,B-,12288.731000000002,136.33,True,43978116.312,146.346,True
8,26,18,44,Ar,x,-32673.255,1.584,True,8493.84,0.036000000000000004,True,B-,3108.237,1.6380000000000001,True,43964923.81600001,1.7,True
6,25,19,44,K,x,-35781.492,0.419,True,8546.701,0.01,True,B-,5687.183000000001,0.53,True,43961586.986,0.45,True
4,24,20,44,Ca,,-41468.675,0.325,True,8658.175,0.006999999999999999,True,B-,-3652.69,1.757,True,43955481.543000005,0.348,True
2,23,21,44,Sc,-p,-37815.985,1.756,True,8557.379,0.04,True,B-,-267.416,1.89,True,43959402.867,1.8840000000000001,True
0,22,22,44,Ti,-a,-37548.568999999996,0.7,True,8533.52,0.016,True,B-,-13432.188999999998,181.643,True,43959689.951000005,0.7509999999999999,True
-2,21,23,44,V,x,-24116.38,181.641,True,8210.463,4.128,True,B-,-10756.0,351.0,False,43974110.0,195.0,True
-4,20,24,44,Cr,x,-13360.0,300.0,False,7948.0,7.0,False,B-,-20390.0,583.0,False,43985657.0,322.0,False
-6,19,25,44,Mn,x,7030.0,500.0,False,7467.0,11.0,False,B-,,,True,44007547.0,537.0,False
17,31,14,45,Si,x,37490.0,700.0,False,6995.0,16.0,False,B-,21890.0,860.0,False,45040247.0,751.0,False
15,30,15,45,P,x,15600.0,500.0,False,7464.0,11.0,False,B-,19589.0,1150.0,False,45016747.0,537.0,False
13,29,16,45,S,x,-3989.5890000000004,1035.356,True,7881.807,23.008000000000003,True,B-,14272.954,1044.271,True,44995717.0,1111.5,True
11,28,17,45,Cl,x,-18262.543,136.16299999999998,True,8181.598000000001,3.0260000000000002,True,B-,11508.253999999999,136.164,True,44980394.353,146.17700000000002,True
9,27,18,45,Ar,x,-29770.796000000002,0.512,True,8419.952,0.011000000000000001,True,B-,6844.840999999999,0.731,True,44968039.733,0.55,True
7,26,19,45,K,x,-36615.638,0.522,True,8554.674,0.012,True,B-,4196.536,0.637,True,44960691.493,0.56,True
5,25,20,45,Ca,,-40812.174,0.366,True,8630.545,0.008,True,B-,259.722,0.747,True,44956186.326000005,0.392,True
3,24,21,45,Sc,,-41071.896,0.675,True,8618.931,0.015,True,B-,-2062.056,0.509,True,44955907.503,0.7240000000000001,True
1,23,22,45,Ti,,-39009.84,0.845,True,8555.722,0.019,True,B-,-7123.8240000000005,0.214,True,44958121.211,0.907,True
-1,22,23,45,V,,-31886.016,0.872,True,8380.029,0.019,True,B-,-12371.216999999999,35.408,True,44965768.951000005,0.935,True
-3,21,24,45,Cr,x,-19514.799,35.397,True,8087.728,0.787,True,B-,-14265.0,401.0,False,44979050.0,38.0,True
-5,20,25,45,Mn,x,-5250.0,400.0,False,7753.0,9.0,False,B-,-19012.0,565.0,False,44994364.0,429.0,False
-7,19,26,45,Fe,-pp,13762.0,400.0,False,7313.0,9.0,False,B-,,,True,45014774.0,429.0,False
16,31,15,46,P,x,22970.0,700.0,False,7317.0,15.0,False,B-,22630.0,860.0,False,46024659.0,751.0,False
14,30,16,46,S,x,340.0,500.0,False,7792.0,11.0,False,B-,14199.0,542.0,False,46000365.0,537.0,False
12,29,17,46,Cl,x,-13859.398000000001,208.66099999999997,True,8083.48,4.5360000000000005,True,B-,15913.528,208.66400000000002,True,45985121.323,224.00599999999997,True
10,28,18,46,Ar,x,-29772.926,1.1179999999999999,True,8412.419,0.024,True,B-,5640.996999999999,1.3330000000000002,True,45968037.446,1.2,True
8,27,19,46,K,x,-35413.924,0.727,True,8518.042,0.016,True,B-,7725.438,2.35,True,45961981.586,0.78,True
6,26,20,46,Ca,,-43139.361,2.235,True,8668.979,0.049,True,B-,-1378.1429999999998,2.333,True,45953687.988000005,2.399,True
4,25,21,46,Sc,-n,-41761.219,0.6829999999999999,True,8622.011999999999,0.015,True,B-,2366.581,0.667,True,45955167.485,0.732,True
2,24,22,46,Ti,,-44127.799000000006,0.165,True,8656.451,0.004,True,B-,-7052.4490000000005,0.09300000000000001,True,45952626.856000006,0.17600000000000002,True
0,23,23,46,V,,-37075.351,0.20199999999999999,True,8486.13,0.004,True,B-,-7603.784000000001,11.455,True,45960197.971,0.21600000000000003,True
-2,22,24,46,Cr,,-29471.567000000003,11.453,True,8303.823,0.249,True,B-,-16902.0,400.0,False,45968360.97,12.295,True
-4,21,25,46,Mn,x,-12570.0,400.0,False,7919.0,9.0,False,B-,-13480.0,640.0,False,45986506.0,429.0,False
-6,20,26,46,Fe,x,910.0,500.0,False,7609.0,11.0,False,B-,,,True,46000977.0,537.0,False
17,32,15,47,P,x,29710.0,800.0,False,7190.0,17.0,False,B-,22340.0,944.0,False,47031895.0,859.0,False
15,31,16,47,S,x,7370.0,500.0,False,7648.0,11.0,False,B-,17150.0,640.0,False,47007912.0,537.0,False
13,30,17,47,Cl,x,-9780.0,400.0,False,7996.0,9.0,False,B-,15587.0,400.0,False,46989501.0,429.0,False
11,29,18,47,Ar,x,-25366.338,1.1179999999999999,True,8311.404,0.024,True,B-,10345.638,1.7890000000000001,True,46972768.11399999,1.2,True
