N,Z,A,elt,S(2n),S(2n) Error,S(2n) Experimental,S(2p),S(2p) Error,S(2p) Experimental,Q(a),Q(a) Error,Q(a) Experimental,Q(2B-),Q(2B-) Error,Q(2B-) Experimental,Q(ep),Q(ep) Error,Q(ep) Experimental,Q(B- n),Q(B- n) Error,Q(B- n) Experimental,S(n),S(n) Error,S(n) Experimental,S(p),S(p) Error,S(p) Experimental,Q(4B-),Q(4B-) Error,Q(4B-) Experimental,"Q(d,a)","Q(d,a) Error","Q(d,a) Experimental","Q(p,a)","Q(p,a) Error","Q(p,a) Experimental","Q(n,a)","Q(n,a) Error","Q(n,a) Experimental"
9,12,21,Mg,37067.17,50.01,True,5426.14,0.77,True,-8021.51,0.83,True,,,True,10656.81,0.75,True,,,True,14645.16,2.01,True,3235.73,1.35,True,,,True,8685.27,10.56,True,-9270.08,93.88,True,11232.64,0.84,True
8,13,21,Al,,,True,517.0,596.0,False,-10608.0,1165.0,False,,,True,12850.0,596.0,False,,,True,,,True,-2223.0,596.0,False,,,True,5872.0,598.0,False,,,True,7598.0,604.0,False
16,6,22,C,35.0,20.0,True,,,True,,,True,44328.16,238.39,True,,,True,20307.97,267.5,True,103.0,640.0,False,31008.0,929.0,False,61635.92,231.49,True,-4128.0,833.0,False,-1294.99,574.1,True,,,True
15,7,22,N,6144.33,222.25,True,51263.0,827.0,False,-22452.75,291.3,True,28971.43,208.15,True,-52854.0,924.0,False,15631.45,208.13,True,1538.43,247.27,True,21167.0,631.0,False,36946.31,207.78,True,4972.04,310.42,True,4215.1,229.9,True,-22359.04,564.96,True
14,8,22,O,10655.77,56.93,True,42798.47,237.55,True,-18061.15,64.34,True,17307.75,56.92,True,-43649.0,599.0,False,1259.32,56.95,True,6850.32,58.17,True,23237.85,145.63,True,9682.97,56.92,True,-1772.66,97.28,True,-1709.19,59.24,True,-17484.32,113.67,True
13,9,22,F,13331.8,12.4,True,33551.06,79.86,True,-12744.71,22.33,True,7974.88,12.4,True,-29727.51,134.62,True,453.83,12.4,True,5230.34,12.53,True,12557.63,17.26,True,-15408.0,401.0,False,9708.01,12.43,True,4324.57,12.68,True,-7416.51,20.56,True
12,10,22,Ne,17125.42,0.02,True,26398.83,0.89,True,-9666.82,0.02,True,-7624.79,0.31,True,-23375.72,12.0,True,-13911.4,0.1,True,10364.26,0.04,True,15266.08,1.8,True,-41363.0,503.0,False,2703.55,0.03,True,-1673.22,0.02,True,-5711.17,2.64,True
11,11,22,Na,28174.75,1.13,True,19741.99,0.17,True,-8479.54,0.49,True,-23383.0,401.0,False,-12422.88,1.81,True,-24156.68,0.77,True,11068.2,0.2,True,6738.71,0.18,True,,,True,12571.23,0.17,True,-2069.51,0.23,True,1952.33,0.17,True
10,12,22,Mg,34020.26,1.89,True,7935.94,0.31,True,-8142.46,0.48,True,-33738.0,503.0,False,-1957.13,0.32,True,-35461.0,596.0,False,19375.1,0.82,True,5504.27,0.33,True,,,True,3460.27,1.16,True,-8465.27,10.54,True,3494.42,0.35,True
9,13,22,Al,,,True,3227.0,401.0,False,-9262.0,411.0,False,,,True,13097.0,401.0,False,,,True,16860.0,718.0,False,-9.0,401.0,False,,,True,11435.0,401.0,False,-8763.0,404.0,False,10918.0,401.0,False
8,14,22,Si,,,True,-1283.0,503.0,False,,,True,,,True,15145.0,503.0,False,,,True,,,True,941.0,780.0,False,,,True,,,True,,,True,7156.0,505.0,False
17,6,23,C,-2385.0,1161.0,False,,,True,,,True,49549.0,1004.0,False,,,True,24335.0,1018.0,False,-2488.0,1023.0,False,,,True,69325.0,997.0,False,-2448.0,1343.0,False,585.0,1278.0,False,,,True
16,7,23,N,4654.12,441.42,True,55187.0,993.0,False,-25474.73,672.97,True,33435.16,421.89,True,,,True,19366.07,424.4,True,3115.69,469.1,True,24179.74,480.07,True,46250.28,420.57,True,1788.0,730.0,False,4080.92,479.65,True,-26083.0,904.0,False
15,8,23,O,9583.3,122.3,True,45600.0,608.0,False,-20217.3,156.51,True,19775.42,121.71,True,-46278.8,261.54,True,3756.68,122.34,True,2732.98,134.36,True,24432.4,240.8,True,20094.88,121.71,True,100.26,181.06,True,-2281.07,145.05,True,-17235.79,260.77,True
14,9,23,F,12809.77,33.37,True,36524.59,138.13,True,-14995.93,37.14,True,12815.12,33.32,True,-35768.51,210.43,True,3238.66,33.32,True,7579.43,35.55,True,13286.74,65.96,True,-3462.81,33.32,True,5934.03,35.42,True,4353.15,33.33,True,-12834.83,85.64,True
13,10,23,Ne,15564.91,0.11,True,27794.02,12.0,True,-10911.82,2.64,True,319.46,0.19,True,-21726.05,56.92,True,-8043.85,0.2,True,5200.65,0.1,True,15236.39,12.4,True,-28851.0,503.0,False,5604.36,1.8,True,-272.53,0.11,True,-3303.82,0.89,True
12,11,23,Na,23487.86,0.1,True,24060.19,1.8,True,-10467.32,0.0,True,-16277.92,0.34,True,-19612.2,12.4,True,-17201.24,0.31,True,12419.66,0.17,True,8794.1,0.02,True,,,True,6912.73,0.04,True,2376.13,0.0,True,-3865.99,0.03,True
11,12,23,Mg,32520.0,0.77,True,14319.68,0.16,True,-9650.48,0.23,True,-29171.0,503.0,False,-4737.76,0.16,True,-31746.0,401.0,False,13144.9,0.35,True,7580.97,0.23,True,,,True,7421.92,0.19,True,-7460.06,1.13,True,7214.82,0.16,True
10,13,23,Al,36385.0,596.0,False,5645.24,0.36,True,-8606.24,10.54,True,,,True,4640.61,0.38,True,-34661.0,503.0,False,19525.0,401.0,False,140.97,0.47,True,,,True,6555.03,0.83,True,-5865.57,1.89,True,5543.87,1.17,True
9,14,23,Si,,,True,1785.0,503.0,False,-10556.0,505.0,False,,,True,16808.0,503.0,False,,,True,17712.0,711.0,False,1793.0,643.0,False,,,True,7418.0,780.0,False,,,True,11866.0,503.0,False
17,7,24,N,969.0,451.0,False,,,True,-23937.0,895.0,False,39393.0,412.0,False,,,True,24245.0,419.0,False,-2146.0,581.0,False,24522.0,1074.0,False,55356.0,401.0,False,4038.0,463.0,False,6159.0,718.0,False,-24745.0,985.0,False
16,8,24,O,6925.27,174.42,True,49688.74,284.2,True,-21428.08,283.5,True,24452.05,164.88,True,-52959.0,1010.0,False,7143.82,168.21,True,4192.28,204.93,True,25508.99,451.73,True,32433.97,164.87,True,-2553.59,265.25,True,-1867.46,212.49,True,-21496.0,619.0,False
15,9,24,F,11391.49,98.45,True,38798.23,229.59,True,-16646.9,125.55,True,15962.42,97.67,True,-36464.88,431.76,True,4627.25,97.67,True,3812.06,103.2,True,14365.82,156.06,True,7593.38,97.67,True,8972.29,113.05,True,4346.54,98.4,True,-12041.0,165.86,True
14,10,24,Ne,14069.56,0.51,True,29812.62,56.92,True,-12172.73,1.02,True,7981.92,0.51,True,-27861.99,121.71,True,-4493.11,0.51,True,8868.91,0.52,True,16525.88,33.32,True,-16696.84,19.48,True,1965.79,12.41,True,-1039.99,1.87,True,-8367.28,12.01,True
13,11,24,Na,19379.02,0.17,True,25789.21,12.4,True,-10825.35,0.03,True,-8369.04,0.23,True,-18992.13,33.32,True,-11015.71,0.16,True,6959.37,0.02,True,10552.82,0.11,True,-41737.0,503.0,False,10317.62,0.02,True,2177.93,0.04,True,-2723.89,1.8,True
12,12,24,Mg,29676.27,0.31,True,20486.79,0.02,True,-9316.55,0.01,True,-24678.76,19.47,True,-16068.49,0.11,True,-28752.96,0.34,True,16531.37,0.16,True,11692.69,0.01,True,,,True,1958.75,0.17,True,-6884.88,0.1,True,-2555.39,0.04,True
11,13,24,Al,34393.0,401.0,False,9445.3,0.29,True,-9324.38,1.14,True,-33368.0,503.0,False,2192.02,0.23,True,-31817.0,503.0,False,14868.25,0.42,True,1864.32,0.28,True,,,True,11061.87,0.39,True,-6088.66,0.79,True,7782.17,0.25,True
10,14,24,Si,38736.0,503.0,False,3432.81,19.47,True,-9157.41,19.56,True,,,True,8929.74,19.47,True,,,True,21023.0,503.0,False,3291.85,19.48,True,,,True,3255.0,401.0,False,-11381.0,596.0,False,5487.75,19.49,True
9,15,24,P,,,True,-540.0,643.0,False,,,True,,,True,19282.0,503.0,False,,,True,,,True,-2333.0,711.0,False,,,True,10692.0,711.0,False,,,True,11976.0,780.0,False
18,7,25,N,-3120.0,656.0,False,,,True,-23772.0,1031.0,False,44649.0,512.0,False,,,True,29411.0,529.0,False,-973.0,643.0,False,,,True,65341.0,503.0,False,2523.0,1116.0,False,7236.0,554.0,False,,,True
17,8,25,O,3434.98,205.1,True,51420.0,1010.0,False,-20739.0,619.0,False,29364.53,167.62,True,,,True,11713.19,191.81,True,-757.31,8.32,True,26898.0,433.0,False,40521.81,165.08,True,1319.41,451.81,True,428.28,265.38,True,-20635.77,284.32,True
16,9,25,F,8093.73,102.04,True,39964.2,431.49,True,-16322.66,165.14,True,20691.98,96.45,True,-42893.0,412.0,False,9214.49,96.44,True,4281.67,137.26,True,14455.21,191.01,True,20250.14,96.44,True,7423.6,155.29,True,6915.19,111.99,True,-14784.23,229.07,True
15,10,25,Ne,13024.09,29.05,True,31234.81,125.13,True,-12522.45,31.43,True,11157.28,29.05,True,-27824.87,167.41,True,-1688.92,29.05,True,4155.17,29.05,True,16868.99,101.9,True,-5862.83,30.72,True,5390.04,44.2,True,35.18,31.58,True,-5672.13,63.9,True
14,11,25,Na,15970.59,1.2,True,27221.02,33.34,True,-11735.12,2.16,True,-441.84,1.2,True,-24191.3,97.68,True,-3495.56,1.2,True,9011.23,1.2,True,10695.14,1.3,True,-29096.0,401.0,False,6507.04,1.2,True,3530.96,1.2,True,-6504.78,12.46,True
13,12,25,Mg,23861.9,0.17,True,22616.68,0.11,True,-9885.92,0.06,True,-17020.11,10.0,True,-14530.11,0.51,True,-21215.23,0.24,True,7330.53,0.05,True,12063.85,0.05,True,,,True,7047.88,0.05,True,-3147.22,0.18,True,478.34,0.05,True
12,13,25,Al,31806.68,0.35,True,13964.06,0.06,True,-9156.26,0.12,True,-28654.0,401.0,False,-7787.04,0.07,True,-27732.49,19.47,True,16938.43,0.24,True,2271.38,0.07,True,,,True,7268.34,0.17,True,-3651.99,0.32,True,1911.94,0.18,True
11,14,25,Si,36013.0,503.0,False,5277.1,10.0,True,-9501.44,10.03,True,,,True,10471.92,10.0,True,-37564.0,503.0,False,14989.19,21.89,True,3412.78,10.0,True,,,True,7790.06,10.01,True,-9510.0,401.0,False,9873.66,10.0,True
10,15,25,P,,,True,1588.0,401.0,False,-9677.0,718.0,False,,,True,12498.0,401.0,False,,,True,21652.0,643.0,False,-1704.0,401.0,False,,,True,6752.0,643.0,False,-8736.0,643.0,False,7183.0,566.0,False
18,8,26,O,-18.0,5.0,True,,,True,-21375.08,284.25,True,34179.92,165.98,True,,,True,15255.55,191.08,True,739.31,9.71,True,28611.0,529.0,False,50875.58,164.95,True,-1566.0,433.0,False,2804.67,451.76,True,-23863.0,1010.0,False
17,9,26,F,5038.27,148.0,True,42867.0,416.0,False,-15540.84,235.66,True,25509.66,111.25,True,-44623.0,515.0,False,12613.06,114.93,True,756.61,147.2,True,15969.12,199.04,True,30859.03,111.2,True,10859.28,198.87,True,8891.56,164.86,True,-12425.15,435.02,True
16,10,26,Ne,9709.88,18.44,True,32597.23,165.9,True,-11226.84,59.83,True,16695.66,18.43,True,-34136.88,166.11,True,1767.61,18.47,True,5554.7,34.4,True,18142.02,98.19,True,7622.13,18.43,True,3647.4,99.39,True,2059.91,38.08,True,-8493.85,123.1,True
15,11,26,Na,14585.51,3.5,True,28983.24,97.73,True,-12079.07,12.88,True,5349.37,3.5,True,-25483.92,96.51,True,-1739.31,3.5,True,5574.28,3.7,True,12114.25,29.26,True,-17834.0,196.0,False,9801.67,3.54,True,3157.32,3.5,True,-4499.64,33.5,True
14,12,26,Mg,18423.61,0.03,True,24840.84,0.51,True,-10614.74,0.03,True,-9073.53,0.11,True,-21468.01,29.05,True,-15369.88,0.06,True,11093.08,0.04,True,14145.7,1.2,True,-43293.0,596.0,False,2914.16,0.03,True,-1820.63,0.03,True,-5414.09,0.11,True
13,13,26,Al,28303.92,0.24,True,18370.19,0.07,True,-9453.56,0.18,True,-23183.0,196.0,False,-10141.31,1.2,True,-24108.79,10.0,True,11365.49,0.07,True,6306.34,0.06,True,,,True,12434.22,0.07,True,-1872.58,0.17,True,2966.1,0.07,True
12,14,26,Si,34028.84,19.47,True,7785.39,0.11,True,-9166.0,0.33,True,-34220.0,596.0,False,-1237.2,0.1,True,-34951.0,401.0,False,19039.66,10.0,True,5514.01,0.11,True,,,True,3618.66,0.26,True,-9025.03,0.36,True,3978.9,0.19,True
11,15,26,P,38489.0,540.0,False,3556.0,196.0,False,-9653.0,446.0,False,,,True,12600.0,196.0,False,,,True,16837.0,446.0,False,143.0,196.0,False,,,True,10939.0,197.0,False,-7860.0,540.0,False,9871.0,196.0,False
10,16,26,S,,,True,-1755.0,596.0,False,-8685.0,780.0,False,,,True,15962.0,596.0,False,,,True,,,True,-51.0,718.0,False,,,True,4470.0,780.0,False,,,True,9028.0,780.0,False
19,8,27,O,-1198.0,527.0,False,,,True,-21926.0,1115.0,False,37619.0,508.0,False,,,True,17950.0,512.0,False,-1937.0,527.0,False,,,True,59256.0,500.0,False,-602.0,709.0,False,2596.0,641.0,False,,,True
18,9,27,F,2026.52,401.58,True,45110.0,636.0,False,-13695.06,573.45,True,30968.07,389.85,True,,,True,16897.85,390.27,True,1269.91,405.38,True,16499.73,423.29,True,42647.14,389.83,True,8832.06,423.34,True,11813.93,423.26,True,-15841.0,559.0,False
17,10,27,Ne,7056.22,95.3,True,34856.06,188.39,True,-9995.38,151.83,True,21637.52,90.77,True,-34899.1,188.28,True,5840.37,90.84,True,1501.52,92.62,True,18886.94,143.54,True,19435.41,90.77,True,6427.55,132.44,True,4370.45,133.34,True,-5803.09,188.21,True
16,11,27,Na,12302.61,3.91,True,31429.9,96.51,True,-11227.97,33.53,True,11679.07,3.73,True,-31455.64,111.26,True,2625.44,3.73,True,6728.33,5.11,True,13287.87,18.8,True,-4795.33,26.6,True,7228.52,29.28,True,5297.91,3.76,True,-7415.9,97.74,True
15,12,27,Mg,17536.46,0.06,True,27129.05,29.05,True,-11857.48,0.12,True,-2202.11,0.12,True,-22356.69,18.43,True,-10447.78,0.08,True,6443.39,0.04,True,15014.8,3.5,True,-31614.0,401.0,False,5482.01,1.2,True,-1304.66,0.05,True,-2988.56,0.52,True
14,13,27,Al,24423.52,0.08,True,22416.99,1.2,True,-10091.92,0.05,True,-16474.4,26.34,True,-17625.05,3.5,True,-18127.16,0.12,True,13058.03,0.08,True,8271.29,0.06,True,,,True,6706.73,0.07,True,1600.76,0.05,True,-3132.56,0.05,True
13,14,27,Si,32354.46,10.0,True,13769.66,0.12,True,-9335.91,0.19,True,-29412.0,401.0,False,-3458.93,0.11,True,-31429.0,196.0,False,13314.8,0.15,True,7463.32,0.13,True,,,True,7242.28,0.13,True,-7471.58,0.26,True,7195.47,0.11,True
12,15,27,P,36603.0,401.0,False,6384.42,26.34,True,-9895.44,26.34,True,,,True,4198.72,26.34,True,-35872.0,597.0,False,19767.0,197.0,False,870.41,26.34,True,,,True,6161.02,28.17,True,-6603.6,32.76,True,4972.81,26.34,True
11,16,27,S,,,True,1378.0,401.0,False,-9095.0,643.0,False,,,True,16880.0,401.0,False,,,True,18122.0,718.0,False,1234.0,446.0,False,,,True,8000.0,567.0,False,-11428.0,643.0,False,11929.0,401.0,False
20,8,28,O,-1276.0,718.0,False,,,True,,,True,40780.0,710.0,False,,,True,18558.0,800.0,False,661.0,859.0,False,,,True,67099.0,699.0,False,,,True,961.0,861.0,False,,,True
19,9,28,F,1049.91,408.45,True,,,True,-15621.0,561.0,False,34729.91,393.16,True,,,True,18619.37,403.37,True,-220.0,50.0,True,18217.0,636.0,False,50592.24,393.02,True,9791.37,426.23,True,11276.62,426.29,True,-16595.0,638.0,False
18,10,28,Ne,5324.01,127.41,True,37939.24,207.61,True,-9625.58,207.55,True,26318.58,126.08,True,-40659.0,516.0,False,8746.21,126.12,True,3822.49,155.35,True,21439.51,409.71,True,32792.53,126.07,True,3361.67,168.1,True,4829.63,158.73,True,-10382.89,207.72,True
17,11,28,Na,10270.17,10.83,True,34215.13,111.67,True,-10957.75,98.21,True,15862.33,10.25,True,-33727.56,389.96,True,5526.98,10.25,True,3541.84,10.9,True,15328.19,91.35,True,6159.42,10.31,True,9241.38,21.09,True,5911.24,30.8,True,-6676.08,96.99,True
16,12,28,Mg,14946.94,2.0,True,30077.9,18.54,True,-11492.11,2.07,True,6473.95,2.0,True,-29358.72,90.79,True,-5893.3,2.0,True,8503.55,2.0,True,16790.03,4.23,True,-19092.05,160.01,True,2552.74,4.03,True,-796.98,2.33,True,-7336.94,29.11,True
15,13,28,Al,20783.13,0.1,True,24567.81,3.5,True,-10857.66,0.08,True,-9702.91,1.15,True,-18621.83,3.73,True,-12537.46,0.11,True,7725.1,0.06,True,9553.0,0.09,True,-44367.0,596.0,False,10074.7,0.08,True,1206.19,0.09,True,-1846.43,1.2,True
14,14,28,Si,30494.41,0.11,True,19856.19,0.03,True,-9984.14,0.01,True,-25566.0,160.0,True,-14195.15,0.05,True,-28841.65,26.34,True,17179.61,0.11,True,11584.9,0.05,True,,,True,1428.16,0.07,True,-7712.76,0.06,True,-2653.61,0.05,True
13,15,28,P,34263.0,196.0,False,9515.53,1.15,True,-9523.79,1.18,True,-34664.0,596.0,False,2760.15,1.15,True,-32247.0,401.0,False,14496.6,26.37,True,2052.21,1.16,True,,,True,10704.08,1.16,True,-6111.01,10.07,True,7414.64,1.15,True
12,16,28,S,39148.0,617.0,False,3363.72,160.0,True,-9096.9,161.18,True,,,True,9168.74,160.0,True,,,True,21026.0,432.0,False,2493.31,162.15,True,,,True,3811.0,253.0,False,-10801.0,431.0,False,5892.28,160.31,True
11,17,28,Cl,,,True,-1965.0,627.0,False,-8228.0,780.0,False,,,True,20950.0,597.0,False,,,True,,,True,-3200.0,718.0,False,,,True,11149.0,843.0,False,,,True,13424.0,718.0,False
20,9,29,F,1442.73,654.2,True,,,True,-18258.0,727.0,False,37470.19,525.41,True,,,True,20779.13,540.28,True,1662.73,656.1,True,19219.0,874.0,False,58357.95,525.36,True,6191.0,725.0,False,10353.2,550.65,True,,,True
19,10,29,Ne,4793.74,174.9,True,40848.0,522.0,False,-11354.14,222.72,True,29002.63,149.94,True,-40969.0,714.0,False,11316.8,149.86,True,971.25,195.56,True,22630.77,420.5,True,40294.88,149.5,True,3660.33,417.52,True,4614.98,186.32,True,-10614.83,222.62,True
18,11,29,Na,7944.85,8.23,True,37348.23,389.9,True,-11079.09,96.72,True,20887.75,7.34,True,-38350.57,393.09,True,9627.52,7.6,True,4403.01,12.6,True,15908.71,126.28,True,19632.84,7.35,True,6339.89,91.07,True,7062.94,19.84,True,-10322.48,111.44,True
17,12,29,Mg,12158.85,11.4,True,32231.68,91.48,True,-10992.24,31.2,True,11292.25,11.4,True,-29191.54,126.58,True,-1823.5,11.4,True,3655.3,11.57,True,16903.48,15.33,True,-7446.41,51.28,True,5625.77,11.99,True,1122.01,11.93,True,-5437.54,21.67,True
16,13,29,Al,17153.53,0.35,True,27267.91,3.74,True,-11274.86,1.25,True,-1254.91,0.5,True,-24508.42,10.25,True,-4786.28,0.34,True,9428.43,0.35,True,10477.89,2.03,True,-31369.94,188.68,True,7089.66,0.35,True,2870.84,0.35,True,-5700.58,3.52,True
15,14,29,Si,25653.21,0.11,True,21886.41,0.05,True,-11127.21,0.05,True,-18738.66,50.0,True,-14165.2,2.0,True,-22818.66,1.15,True,8473.6,0.0,True,12333.4,0.08,True,,,True,6012.59,0.05,True,-4820.87,0.07,True,-34.13,0.03,True
14,15,29,P,32373.02,26.34,True,14333.93,0.36,True,-10461.79,0.36,True,-30115.02,188.68,True,-7391.17,0.37,True,-29097.37,160.0,True,17876.43,1.21,True,2749.02,0.36,True,,,True,6142.46,0.37,True,-4947.78,0.37,True,903.7,0.37,True
13,16,29,S,36327.0,404.0,False,5349.85,50.0,True,-9408.65,50.99,True,,,True,11047.41,50.0,True,-38744.0,598.0,False,15300.94,167.63,True,3297.65,50.01,True,,,True,8276.85,56.51,True,-9265.0,202.0,False,9631.0,50.0,True
12,17,29,Cl,,,True,693.31,190.51,True,-9001.0,443.0,False,,,True,13020.95,188.68,True,,,True,22425.0,625.0,False,-1800.0,100.0,True,,,True,6845.0,443.0,False,-9052.0,625.0,False,7836.0,272.0,False
21,9,30,F,1773.0,714.0,False,,,True,,,True,39637.0,596.0,False,,,True,21641.0,615.0,False,110.0,795.0,False,,,True,63977.0,596.0,False,6743.0,918.0,False,8306.0,778.0,False,,,True
20,10,30,Ne,4162.25,282.89,True,43378.0,743.0,False,-13805.83,302.23,True,32163.94,253.27,True,,,True,12528.81,253.36,True,3191.0,294.09,True,24159.04,583.22,True,47713.08,253.25,True,249.33,467.55,True,2693.89,464.87,True,-15743.0,561.0,False
19,11,30,Na,6679.65,11.28,True,39844.87,393.05,True,-12599.12,111.3,True,24339.51,5.54,True,-38964.49,525.38,True,11006.18,12.34,True,2276.64,8.73,True,17214.1,149.58,True,28675.52,4.73,True,7885.74,126.16,True,6287.82,90.89,True,-11329.21,389.86,True
18,12,30,Mg,10007.61,3.99,True,34761.5,126.11,True,-11789.85,18.75,True,15549.14,3.45,True,-34572.59,149.54,True,1252.62,3.46,True,6352.31,11.91,True,18852.79,8.11,True,5175.43,3.45,True,2815.3,10.81,True,1498.02,5.08,True,-10288.33,90.84,True
17,13,30,Al,15156.83,2.89,True,29454.47,10.65,True,-11428.98,4.54,True,4336.01,2.89,True,-25833.81,7.88,True,-2041.08,2.89,True,5728.4,2.91,True,12550.99,11.76,True,-20308.0,196.0,False,9864.81,3.51,True,3585.82,2.89,True,-4700.65,4.71,True
16,14,30,Si,19082.8,0.02,True,23992.06,2.0,True,-10643.33,0.04,True,-10373.71,0.21,True,-21119.1,11.4,True,-15551.43,0.36,True,10609.2,0.02,True,13514.17,0.35,True,-45364.11,206.16,True,3128.49,0.08,True,-2372.04,0.05,True,-4199.95,0.05,True
15,15,30,P,29195.75,1.15,True,17928.15,0.1,True,-10415.62,0.09,True,-24644.0,196.0,False,-9282.06,0.35,True,-25115.76,50.0,True,11319.32,0.36,True,5594.75,0.07,True,,,True,12002.75,0.07,True,-2952.3,0.13,True,2642.41,0.08,True
14,16,30,S,34275.09,160.0,True,7144.4,0.21,True,-9343.15,0.23,True,-34990.4,206.16,True,546.85,0.21,True,-35292.75,188.68,True,18974.15,50.0,True,4395.38,0.41,True,,,True,3799.29,1.17,True,-8472.74,26.34,True,3971.65,0.23,True
13,17,30,Cl,39216.0,627.0,False,2987.0,196.0,False,-8955.0,277.0,False,,,True,14107.0,196.0,False,,,True,16790.0,272.0,False,-311.0,202.0,False,,,True,11081.0,253.0,False,-7720.0,446.0,False,10812.0,197.0,False
12,18,30,Ar,,,True,-2280.0,130.0,True,-8572.0,631.0,False,,,True,16798.59,212.13,True,,,True,,,True,-480.0,164.01,True,,,True,4126.0,631.0,False,,,True,9550.0,451.0,False
22,9,31,F,150.0,150.0,False,,,True,,,True,43897.0,547.0,False,,,True,24791.0,602.0,False,40.0,809.0,False,,,True,71094.0,546.0,False,,,True,8927.0,887.0,False,,,True
21,10,31,Ne,3360.84,305.31,True,,,True,-15913.0,567.0,False,34303.74,266.21,True,,,True,14635.6,266.24,True,169.84,126.54,True,24219.0,653.0,False,54130.63,266.2,True,1742.21,588.95,True,2304.05,474.69,True,-15252.0,748.0,False
20,11,31,Na,6576.6,15.78,True,42482.1,525.55,True,-15629.16,390.08,True,27196.74,14.15,True,-43155.0,596.0,False,13058.53,14.39,True,4299.96,14.75,True,18323.06,253.64,True,36686.57,13.97,True,4557.04,150.16,True,5810.35,126.84,True,-15849.16,393.27,True
19,12,31,Mg,8661.96,11.81,True,36099.89,149.54,True,-12597.98,90.82,True,19826.89,3.07,True,-33691.24,253.27,True,4671.38,4.22,True,2309.65,4.62,True,18885.79,5.64,True,15920.37,3.08,True,4908.66,7.95,True,2730.22,10.7,True,-8775.49,126.11,True
18,13,31,Al,12885.58,2.26,True,32208.64,7.67,True,-11857.83,4.35,True,9489.84,2.24,True,-30714.35,5.23,True,1410.94,2.24,True,7157.18,3.65,True,13355.86,4.11,True,-7916.15,4.11,True,6362.93,11.62,True,4932.19,3.0,True,-8315.99,10.49,True
17,14,31,Si,17196.59,0.04,True,26924.15,11.4,True,-10787.34,0.07,True,-3906.51,0.23,True,-21354.19,3.45,True,-10819.5,0.07,True,6587.39,0.04,True,14373.16,2.89,True,-34274.0,200.0,False,5969.53,0.35,True,-1234.34,0.09,True,-2283.79,2.0,True
16,15,31,P,23630.33,0.36,True,20810.72,0.34,True,-9668.6,0.05,True,-17405.99,3.45,True,-15864.67,2.89,True,-18452.6,0.21,True,12311.0,0.07,True,7296.55,0.02,True,,,True,8165.34,0.0,True,1916.31,0.0,True,-1943.49,0.08,True
15,16,31,S,32028.74,50.0,True,11725.39,0.23,True,-9082.94,0.25,True,-30368.0,200.0,False,-1898.54,0.23,True,-31557.0,196.0,False,13054.59,0.31,True,6130.64,0.24,True,,,True,8621.13,0.43,True,-7030.73,1.17,True,8096.67,0.23,True
14,17,31,Cl,36339.36,188.71,True,4659.64,3.47,True,-8737.01,26.56,True,,,True,5877.33,3.45,True,-36037.01,206.18,True,19549.0,196.0,False,264.27,3.45,True,,,True,6832.67,50.12,True,-6243.7,160.04,True,5759.59,3.63,True
13,18,31,Ar,,,True,96.0,206.0,False,-8127.0,448.0,False,,,True,18096.0,200.0,False,,,True,17677.0,287.0,False,407.0,280.0,False,,,True,8874.0,275.0,False,-11327.0,629.0,False,12899.0,256.0,False
22,10,32,Ne,2424.0,563.0,False,,,True,-17506.0,861.0,False,37828.0,503.0,False,,,True,16682.0,503.0,False,2254.0,569.0,False,26433.0,743.0,False,61077.0,503.0,False,-402.0,780.0,False,1713.0,727.0,False,,,True
21,11,32,Na,5977.15,37.56,True,44049.0,597.0,False,-17526.36,394.79,True,29739.52,37.94,True,-44792.0,548.0,False,13690.98,37.39,True,1677.2,39.79,True,19830.41,268.79,True,42945.02,37.26,True,6070.84,255.98,True,5104.4,154.08,True,-15863.63,526.68,True
20,12,32,Mg,8087.71,4.74,True,38686.96,253.27,True,-14553.55,126.11,True,23248.79,3.27,True,-39299.46,266.22,True,6050.49,3.95,True,5778.07,4.48,True,20363.9,14.35,True,25186.63,3.26,True,1407.24,5.74,True,1355.16,8.03,True,-13582.3,149.54,True
